freq,siec,plant_tec,operator,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	210.000 	210.000 	210.000 	210.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 	225.000 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1083.000 	1104.000 	1104.000 	1074.000 	1078.000 	1109.000 	1111.000 	1111.000 	1111.600 	1111.600 	1321.600 	1322.997 	1326.000 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	571.000 	571.000 	571.000 	571.000 	571.000 	571.000 	620.000 	620.000 	620.000 	590.000 	475.000 	590.000 	590.000 	590.000 	590.000 	590.000 	498.000 	484.000 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,NL	14719.000 	14443.000 	14348.000 	14302.000 	15133.000 	15695.000 	17461.000 	17124.000 	16562.000 	16974.000 	17316.000 	16963.000 	17204.000 	16916.000 	17194.000 	17239.000 	17293.000 	17143.000 	17476.000 	18336.000 	18993.000 	19609.000 	21203.000 	21390.000 	22092.000 	20620.823 	20444.823 	18859.513 	18857.663 	18166.893 	17770.034 	17771.767 	17724.057 	17711.765 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,NO	: 	89.000 	89.000 	89.000 	89.000 	67.000 	67.000 	67.000 	66.000 	107.000 	107.000 	195.000 	119.000 	132.000 	132.000 	137.000 	128.000 	525.000 	526.000 	529.000 	982.000 	1013.000 	1058.000 	1047.000 	1010.000 	1010.000 	520.000 	535.000 	521.000 	522.000 	402.000 	439.000 	289.000 	186.000 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,PL	23632.000 	24048.000 	24246.000 	24723.000 	25344.000 	25183.000 	25523.000 	25810.000 	26001.000 	26573.000 	26485.000 	26490.000 	26684.000 	27265.000 	27501.000 	27762.000 	27821.000 	27921.000 	28194.000 	28329.000 	28115.000 	28678.000 	28600.000 	28226.000 	27942.000 	27934.000 	27895.000 	31928.875 	31219.964 	30526.200 	33638.226 	32937.214 	29780.418 	29709.232 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,PT	3532.000 	3559.000 	3852.000 	3877.000 	3889.000 	4215.000 	4222.000 	4229.000 	4434.000 	5194.000 	5164.000 	5188.000 	5238.000 	5532.000 	6015.000 	5971.000 	6370.000 	6253.000 	6270.000 	7167.000 	8051.000 	8051.000 	7357.000 	6409.000 	6205.000 	6205.000 	6209.000 	6205.390 	6208.431 	6280.654 	6278.362 	5098.362 	4524.793 	4524.700 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,RO	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	10000.000 	11350.000 	11375.000 	11239.000 	11159.000 	10944.000 	10962.000 	10948.000 	10425.000 	9064.000 	8981.000 	8895.000 	8887.000 	8907.984 	8872.571 	6670.277 	6309.096 	4462.615 	4838.765 	3955.581 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	4171.000 	4226.000 	4250.000 	4223.000 	4223.000 	4233.000 	4343.533 	4347.541 	4357.525 	4546.525 	: 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,SE	7041.000 	7311.000 	7168.000 	7433.000 	6996.000 	6589.000 	6954.000 	6861.000 	5638.000 	6434.000 	6572.000 	6582.000 	5422.000 	6399.000 	6440.000 	6093.000 	6784.000 	6676.000 	6438.000 	7101.000 	7598.000 	5147.000 	7124.000 	6582.000 	8076.000 	7751.000 	7495.000 	6175.000 	6978.000 	6950.000 	7020.000 	6265.000 	6268.000 	6295.000 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,SI	0.000 	0.000 	1060.000 	1010.000 	1020.000 	1013.000 	1013.000 	1013.000 	1013.000 	1013.000 	1019.000 	1238.000 	1257.000 	1260.000 	1257.000 	1279.000 	1287.000 	1289.000 	1234.000 	1242.000 	1204.000 	1213.000 	1227.000 	1214.000 	1192.000 	1086.000 	1272.000 	1285.774 	1467.478 	1467.816 	1470.529 	1528.811 	1527.271 	1621.164 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,SK	0.000 	0.000 	0.000 	0.000 	0.000 	3218.000 	3289.000 	3704.000 	3160.000 	3133.000 	2394.000 	2563.000 	2409.000 	2467.000 	2545.000 	2565.000 	2471.000 	2024.000 	1997.000 	2246.000 	2945.000 	2820.000 	2833.000 	2847.000 	2411.000 	2119.000 	2106.000 	2012.000 	1882.000 	1873.000 	1901.000 	1658.000 	1627.000 	1625.000 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13302.000 	15933.000 	19073.000 	20420.000 	22405.000 	24206.000 	24096.000 	24612.000 	26823.000 	29676.000 	31428.000 	32266.000 	35671.000 	38047.000 	37999.000 	40055.000 	42344.946 	42261.642 	42062.104 	42112.684 	42457.367 	43841.374 	43625.265 
A,CF,CAP_NET_ELC,PRR_MAIN,MW,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1288.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	36.593 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	177.100 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.500 	0.882 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	2.324 	36.152 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	1162.000 	28.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	4.687 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,EA20	0.000 	1.000 	4.000 	14.000 	3.000 	3.000 	3.000 	15.000 	2.000 	9.000 	32.000 	0.000 	19.000 	5.000 	6.000 	3.000 	117.000 	49.728 	4.120 	9.687 	7.916 	18.904 	4.461 	4.455 	5.115 	2.330 	2.514 	4.904 	6.490 	12.069 	11.833 	17.317 	2046.823 	732.004 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	8.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	4.610 	8.537 	9.101 	18.756 	18.699 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	61.087 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,EU27_2020	0.000 	1.000 	4.000 	14.000 	3.000 	3.000 	3.000 	15.000 	2.000 	9.000 	32.000 	0.000 	19.000 	5.000 	6.000 	3.000 	117.000 	49.728 	4.120 	9.687 	7.916 	18.904 	4.461 	4.455 	5.115 	2.330 	2.514 	4.904 	6.490 	12.069 	11.833 	22.004 	2165.147 	780.156 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	228.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	225.094 	144.270 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	116.000 	12.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,IE	0.000 	1.000 	4.000 	14.000 	3.000 	3.000 	3.000 	15.000 	2.000 	9.000 	32.000 	0.000 	19.000 	5.000 	6.000 	3.000 	117.000 	49.728 	4.120 	9.687 	7.916 	18.904 	4.461 	4.455 	5.115 	2.330 	2.514 	4.904 	6.490 	7.459 	3.296 	3.805 	0.395 	0.370 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	228.435 	148.990 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	16.082 	21.538 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.800 	1.075 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	148.574 	103.587 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,NO	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.411 	0.000 	: 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	5.646 	: 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	119.441 	470.644 
A,CF,CAP_NET_ELC_C,PRR_AUTO,MW,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	146.161 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	66.090 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	4.500 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	83.250 	80.087 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	1434.000 	99.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	143.699 	74.036 	43.835 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,EA20	0.000 	0.000 	112.000 	0.000 	9.000 	153.000 	133.000 	54.000 	150.000 	4.000 	278.000 	0.000 	1584.000 	183.200 	93.500 	144.000 	391.224 	402.598 	11.931 	0.869 	759.110 	4.200 	21.030 	25.999 	4.000 	463.429 	0.000 	61.740 	0.000 	0.000 	0.000 	47.000 	7935.489 	2086.890 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	806.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.390 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,EU27_2020	0.000 	0.000 	112.000 	0.000 	9.000 	153.000 	133.000 	54.000 	150.000 	4.000 	278.000 	0.000 	1584.000 	183.200 	93.500 	144.000 	391.224 	402.598 	11.931 	0.869 	759.110 	4.200 	21.030 	25.999 	4.000 	463.429 	0.000 	61.740 	0.000 	0.000 	0.000 	190.699 	8103.775 	2364.902 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	65.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	3651.999 	94.705 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	11.000 	57.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,IE	0.000 	0.000 	112.000 	0.000 	9.000 	153.000 	133.000 	54.000 	150.000 	4.000 	278.000 	0.000 	1584.000 	183.200 	93.500 	144.000 	391.224 	402.598 	11.931 	0.869 	759.110 	4.200 	21.030 	25.999 	4.000 	463.429 	0.000 	61.740 	0.000 	0.000 	0.000 	47.000 	268.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	1750.904 	1427.615 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	50.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	1.081 	36.279 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	5.955 	8.737 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	1.397 	3.003 
A,CF,CAP_NET_ELC_C,PRR_MAIN,MW,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 
